medal_type,name,gender,country_code,nationality,discipline,birth_date,is_medallist
Bronze ,LOPEZ CARDONA Arlen,Male,CUB,Cuba,Boxing,1993-02-21,True
Bronze ,REYES PLA Enmanuel,Male,ESP,Spain,Boxing,1992-12-14,True
Bronze ,BOLTAEV Davlat,Male,TJK,Tajikistan,Boxing,1999-01-13,True
Bronze ,PANG Cholmi,Female,PRK,DPR Korea,Boxing,1994-08-26,True
Bronze ,IM Aeji,Female,KOR,Korea,Boxing,1999-05-11,True
Gold ,FAULKNER Kristen,Female,USA,United States,Cycling Road,1992-12-18,True
Silver ,VOS Marianne,Female,NED,Netherlands,Cycling Road,1987-05-13,True
Bronze ,KOPECKY Lotte,Female,BEL,Belgium,Cycling Road,1995-11-10,True
Gold ,von BREDOW-WERNDL Jessica,Female,GER,Germany,Equestrian,1986-02-16,True
Silver ,WERTH Isabell,Female,GER,Germany,Equestrian,1969-07-21,True
Bronze ,FRY Charlotte,Female,GBR,Great Britain,Equestrian,1996-02-11,True
Gold ,SCHEFFLER Scottie,Male,USA,United States,Golf,1996-06-21,True
Silver ,FLEETWOOD Tommy,Male,GBR,Great Britain,Golf,1991-01-19,True
Bronze ,MATSUYAMA Hideki,Male,JPN,Japan,Golf,1992-02-25,True
Gold ,CROVETTO CHADID Francisca,Female,CHI,Chile,Shooting,1990-04-27,True
Silver ,RUTTER Amber Jo,Female,GBR,Great Britain,Shooting,1997-08-21,True
Bronze ,SMITH Austen Jewell,Female,USA,United States,Shooting,2001-07-23,True
Gold ,FINKE Bobby,Male,USA,United States,Swimming,1999-11-06,True
Silver ,PALTRINIERI Gregorio,Male,ITA,Italy,Swimming,1994-09-05,True
Bronze ,WIFFEN Daniel,Male,IRL,Ireland,Swimming,2001-07-14,True
Gold ,SJOESTROEM Sarah,Female,SWE,Sweden,Swimming,1993-08-17,True
Silver ,HARRIS Meg,Female,AUS,Australia,Swimming,2002-03-07,True
Bronze ,ZHANG Yufei,Female,CHN,China,Swimming,1998-04-19,True
Gold ,FAN Zhendong,Male,CHN,China,Table Tennis,1997-01-22,True
Silver ,MOREGARD Truls,Male,SWE,Sweden,Table Tennis,2002-02-16,True
Bronze ,LEBRUN Felix,Male,FRA,France,Table Tennis,2006-09-12,True
Gold ,DJOKOVIC Novak,Male,SRB,Serbia,Tennis,1987-05-22,True
Silver ,ALCARAZ Carlos,Male,ESP,Spain,Tennis,2003-05-05,True
Gold ,OKA Shinnosuke,Male,JPN,Japan,Artistic Gymnastics,2003-10-31,True
Silver ,BARAJAS Angel,Male,COL,Colombia,Artistic Gymnastics,2006-08-12,True
Bronze ,ZHANG Boheng,Male,CHN,China,Artistic Gymnastics,2000-03-04,True
Bronze ,TANG Chia-Hung,Male,TPE,Chinese Taipei,Artistic Gymnastics,1996-09-23,True
Gold ,ZOU Jingyuan,Male,CHN,China,Artistic Gymnastics,1998-01-03,True
Silver ,KOVTUN Illia,Male,UKR,Ukraine,Artistic Gymnastics,2003-08-10,True
Bronze ,OKA Shinnosuke,Male,JPN,Japan,Artistic Gymnastics,2003-10-31,True
Gold ,D'AMATO Alice,Female,ITA,Italy,Artistic Gymnastics,2003-02-07,True
Silver ,ZHOU Yaqin,Female,CHN,China,Artistic Gymnastics,2005-11-12,True
Bronze ,ESPOSITO Manila,Female,ITA,Italy,Artistic Gymnastics,2006-11-02,True
Gold ,ANDRADE Rebeca,Female,BRA,Brazil,Artistic Gymnastics,1999-05-08,True
Silver ,BILES Simone,Female,USA,United States,Artistic Gymnastics,1997-03-14,True
Bronze ,BARBOSU Ana,Female,ROU,Romania,Artistic Gymnastics,2006-07-26,True
Gold ,DUPLANTIS Armand,Male,SWE,Sweden,Athletics,1999-11-10,True
Silver ,KENDRICKS Sam,Male,USA,United States,Athletics,1992-09-07,True
Bronze ,KARALIS Emmanouil,Male,GRE,Greece,Athletics,1999-10-20,True
Gold ,CHEBET Beatrice,Female,KEN,Kenya,Athletics,2000-03-05,True
Silver ,KIPYEGON Faith,Female,KEN,Kenya,Athletics,1994-01-10,True
Bronze ,HASSAN Sifan,Female,NED,Netherlands,Athletics,1993-01-01,True
Gold ,HODGKINSON Keely,Female,GBR,Great Britain,Athletics,2002-03-03,True
Silver ,DUGUMA Tsige,Female,ETH,Ethiopia,Athletics,2001-02-23,True
Bronze ,MORAA Mary,Female,KEN,Kenya,Athletics,2000-06-15,True
Gold ,ALLMAN Valarie,Female,USA,United States,Athletics,1995-02-23,True
Silver ,FENG Bin,Female,CHN,China,Athletics,1994-04-03,True
Bronze ,ELKASEVIC Sandra,Female,CRO,Croatia,Athletics,1990-06-21,True
Gold ,AXELSEN Viktor,Male,DEN,Denmark,Badminton,1994-01-04,True
Silver ,VITIDSARN Kunlavut,Male,THA,Thailand,Badminton,2001-05-11,True
Bronze ,LEE Zii Jia,Male,MAS,Malaysia,Badminton,1998-03-29,True
Gold ,AN Se Young,Female,KOR,Korea,Badminton,2002-02-05,True
Silver ,HE Bing Jiao,Female,CHN,China,Badminton,1997-03-21,True
Gold ,BUTCHER Finn,Male,NZL,New Zealand,Canoe Slalom,1995-03-17,True
Silver ,CLARKE Joseph,Male,GBR,Great Britain,Canoe Slalom,1992-11-03,True
Bronze ,HEGGE Noah,Male,GER,Germany,Canoe Slalom,1999-03-15,True
Gold ,FOX Noemie,Female,AUS,Australia,Canoe Slalom,1997-03-19,True
Silver ,HUG Angele,Female,FRA,France,Canoe Slalom,2000-07-30,True
Bronze ,WOODS Kimberley,Female,GBR,Great Britain,Canoe Slalom,1995-09-08,True
Gold ,LI Yuehong,Male,CHN,China,Shooting,1989-08-28,True
Silver ,CHO Yeongjae,Male,KOR,Korea,Shooting,1999-01-15,True
Bronze ,WANG Xinjie,Male,CHN,China,Shooting,1996-10-24,True
Gold ,VAAST Kauli,Male,FRA,France,Surfing,2002-02-26,True
Silver ,ROBINSON Jack,Male,AUS,Australia,Surfing,1997-12-27,True
Bronze ,MEDINA Gabriel,Male,BRA,Brazil,Surfing,1993-12-22,True
Gold ,MARKS Caroline,Female,USA,United States,Surfing,2002-02-14,True
Silver ,WESTON-WEBB Tatiana,Female,BRA,Brazil,Surfing,1996-05-09,True
Bronze ,DEFAY Johanne,Female,FRA,France,Surfing,1993-11-19,True
Gold ,HOCKER Cole,Male,USA,United States,Athletics,2001-06-06,True
Silver ,KERR Josh,Male,GBR,Great Britain,Athletics,1997-10-08,True
Bronze ,NUGUSE Yared,Male,USA,United States,Athletics,1999-06-01,True
Gold ,TENTOGLOU Miltiadis,Male,GRE,Greece,Athletics,1998-03-18,True
Silver ,PINNOCK Wayne,Male,JAM,Jamaica,Athletics,2000-10-24,True
Bronze ,FURLANI Mattia,Male,ITA,Italy,Athletics,2005-02-07,True
Gold ,THOMAS Gabrielle,Female,USA,United States,Athletics,1996-12-07,True
Silver ,ALFRED Julien,Female,LCA,Saint Lucia,Athletics,2001-06-10,True
Bronze ,BROWN Brittany,Female,USA,United States,Athletics,1995-04-18,True
Gold ,YAVI Winfred,Female,BRN,Bahrain,Athletics,1999-12-31,True
Silver ,CHEMUTAI Peruth,Female,UGA,Uganda,Athletics,1999-07-10,True
Bronze ,CHEROTICH Faith,Female,KEN,Kenya,Athletics,2004-07-13,True
Gold ,ROGERS Camryn,Female,CAN,Canada,Athletics,1999-06-07,True
Silver ,ECHIKUNWOKE Annette Nneka,Female,USA,United States,Athletics,1996-07-29,True
Bronze ,ZHAO Jie,Female,CHN,China,Athletics,2002-10-13,True
Bronze ,JONES Omari,Male,USA,United States,Boxing,2002-11-07,True
Bronze ,RICHARDSON Lewis,Male,GBR,Great Britain,Boxing,1997-06-04,True
Bronze ,KYZAIBAY Nazym,Female,KAZ,Kazakhstan,Boxing,1993-09-14,True
Bronze ,VILLEGAS Aira,Female,PHI,Philippines,Boxing,1995-08-01,True
Gold ,HARRINGTON Kellie,Female,IRL,Ireland,Boxing,1989-12-11,True
Silver ,YANG Wenlu,Female,CHN,China,Boxing,1991-01-13,True
Bronze ,SUWANNAPHENG Janjaem,Female,THA,Thailand,Boxing,2000-09-25,True
Bronze ,CHEN Nien Chin,Female,TPE,Chinese Taipei,Boxing,1997-05-10,True
Gold ,QUAN Hongchan,Female,CHN,China,Diving,2007-03-28,True
Silver ,CHEN Yuxi,Female,CHN,China,Diving,2005-09-11,True
Bronze ,KIM Mi Rae,Female,PRK,DPR Korea,Diving,2001-04-07,True
Gold ,KUKUK Christian,Male,GER,Germany,Equestrian,1990-03-04,True
Silver ,GUERDAT Steve,Male,SUI,Switzerland,Equestrian,1982-06-10,True
Bronze ,van der VLEUTEN Maikel,Male,NED,Netherlands,Equestrian,1988-02-10,True
Gold ,TREW Arisa,Female,AUS,Australia,Skateboarding,2010-05-12,True
Silver ,HIRAKI Cocona,Female,JPN,Japan,Skateboarding,2008-08-26,True
Bronze ,BROWN Sky,Female,GBR,Great Britain,Skateboarding,2008-07-07,True
Gold ,LOPEZ NUNEZ Mijain,Male,CUB,Cuba,Wrestling,1982-08-20,True
Silver ,ACOSTA FERNANDEZ Yasmani,Male,CHI,Chile,Wrestling,1988-07-16,True
Bronze ,MIRZAZADEH Amin,Male,IRI,IR Iran,Wrestling,1998-01-08,True
Bronze ,MENG Lingzhe,Male,CHN,China,Wrestling,1998-04-16,True
Gold ,FUMITA Kenichiro,Male,JPN,Japan,Wrestling,1995-12-18,True
Silver ,CAO Liguo,Male,CHN,China,Wrestling,1998-10-04,True
Bronze ,SHARSHENBEKOV Zholaman,Male,KGZ,Kyrgyzstan,Wrestling,1999-09-29,True
Bronze ,RI Se Ung,Male,PRK,DPR Korea,Wrestling,1998-12-22,True
Gold ,ELOR Amit,Female,USA,United States,Wrestling,2004-01-01,True
Silver ,ZHUMANAZAROVA Meerim,Female,KGZ,Kyrgyzstan,Wrestling,1999-11-09,True
Bronze ,CAVUSOGLU TOSUN Buse,Female,TUR,Türkiye,Wrestling,1995-12-05,True
Bronze ,OZAKI Nonoka,Female,JPN,Japan,Wrestling,2003-03-23,True
Gold ,EL BAKKALI Soufiane,Male,MAR,Morocco,Athletics,1996-01-07,True
Silver ,ROOKS Kenneth,Male,USA,United States,Athletics,1999-10-21,True
Bronze ,KIBIWOT Abraham,Male,KEN,Kenya,Athletics,1996-04-06,True
Gold ,HALL Quincy,Male,USA,United States,Athletics,1998-07-31,True
Silver ,HUDSON-SMITH Matthew,Male,GBR,Great Britain,Athletics,1994-10-26,True
Bronze ,SAMUKONGA Muzala,Male,ZAM,Zambia,Athletics,2002-12-09,True
Gold ,STONA Roje,Male,JAM,Jamaica,Athletics,1999-02-26,True
Silver ,ALEKNA Mykolas,Male,LTU,Lithuania,Athletics,2002-09-28,True
Bronze ,DENNY Matthew,Male,AUS,Australia,Athletics,1996-06-02,True
Gold ,KENNEDY Nina,Female,AUS,Australia,Athletics,1997-04-05,True
Silver ,MOON Katie,Female,USA,United States,Athletics,1991-06-13,True
Bronze ,NEWMAN Alysha,Female,CAN,Canada,Athletics,1994-06-29,True
Bronze ,TIAFACK Nelvie Raman,Male,GER,Germany,Boxing,1999-01-03,True
Bronze ,ABOUDOU MOINDZE Djamili-Dini,Male,FRA,France,Boxing,1996-02-16,True
Gold ,ALVAREZ BORGES Erislandy,Male,CUB,Cuba,Boxing,2000-07-14,True
Silver ,OUMIHA Sofiane,Male,FRA,France,Boxing,1994-12-23,True
Gold ,KHYZHNIAK Oleksandr,Male,UKR,Ukraine,Boxing,1995-08-03,True
Silver ,ORALBAY Nurbek,Male,KAZ,Kazakhstan,Boxing,2000-06-11,True
Bronze ,YILDIZ KAHRAMAN Esra,Female,TUR,Türkiye,Boxing,1997-07-04,True
Bronze ,PETECIO Nesthy,Female,PHI,Philippines,Boxing,1992-04-11,True
Gold ,WEARN Matt,Male,AUS,Australia,Sailing,1995-09-30,True
Silver ,KONTIDES Pavlos,Male,CYP,Cyprus,Sailing,1990-02-11,True
Bronze ,PESCHIERA Stefano,Male,PER,Peru,Sailing,1995-01-16,True
Gold ,BOUWMEESTER Marit,Female,NED,Netherlands,Sailing,1988-06-17,True
Silver ,RINDOM Anne-Marie,Female,DEN,Denmark,Sailing,1991-06-14,True
Bronze ,HOEST Line Flem,Female,NOR,Norway,Sailing,1995-11-10,True
Gold ,PALMER Keegan,Male,AUS,Australia,Skateboarding,2003-03-13,True
Silver ,SCHAAR Tom,Male,USA,United States,Skateboarding,1999-09-14,True
Bronze ,AKIO Augusto,Male,BRA,Brazil,Skateboarding,2000-12-12,True
Gold ,MIROSLAW Aleksandra,Female,POL,Poland,Sport Climbing,1994-02-02,True
Silver ,DENG Lijuan,Female,CHN,China,Sport Climbing,2000-05-12,True
Bronze ,KALUCKA Aleksandra,Female,POL,Poland,Sport Climbing,2001-12-25,True
Gold ,PARK Taejoon,Male,KOR,Korea,Taekwondo,2004-06-06,True
Silver ,MAGOMEDOV Gashim,Male,AZE,Azerbaijan,Taekwondo,1999-09-22,True
Bronze ,RAVET Cyrian,Male,FRA,France,Taekwondo,2002-09-05,True
Bronze ,JENDOUBI Mohamed Khalil,Male,TUN,Tunisia,Taekwondo,2002-06-01,True
Gold ,WONGPATTANAKIT Panipak,Female,THA,Thailand,Taekwondo,1997-08-08,True
Silver ,GUO Qing,Female,CHN,China,Taekwondo,2000-05-16,True
Bronze ,NEMATZADEH Mobina,Female,IRI,IR Iran,Taekwondo,2005-05-17,True
Bronze ,STOJKOVIC Lena,Female,CRO,Croatia,Taekwondo,2002-01-03,True
Gold ,LI Fabin,Male,CHN,China,Weightlifting,1993-01-15,True
Silver ,SILACHAI Theerapong,Male,THA,Thailand,Weightlifting,2003-11-19,True
Bronze ,MORRIS Hampton,Male,USA,United States,Weightlifting,2004-02-17,True
Gold ,HOU Zhihui,Female,CHN,China,Weightlifting,1997-03-18,True
Silver ,CAMBEI Mihaela Valentina,Female,ROU,Romania,Weightlifting,2002-11-18,True
Bronze ,KHAMBAO Surodchana,Female,THA,Thailand,Weightlifting,1999-12-23,True
Gold ,KUSAKA Nao,Male,JPN,Japan,Wrestling,2000-11-28,True
Silver ,ZHADRAYEV Demeu,Male,KAZ,Kazakhstan,Wrestling,1989-11-02,True
Bronze ,AMOYAN Malkhas,Male,ARM,Armenia,Wrestling,1999-01-22,True
Bronze ,MAKHMUDOV Akzhol,Male,KGZ,Kyrgyzstan,Wrestling,1999-04-15,True
Gold ,SARAVI Mohammadhadi,Male,IRI,IR Iran,Wrestling,1998-01-06,True
Silver ,ALEKSANYAN Artur,Male,ARM,Armenia,Wrestling,1991-10-21,True
Bronze ,ROSILLO KINDELAN Gabriel Alejandro,Male,CUB,Cuba,Wrestling,1999-01-04,True
Bronze ,DZHUZUPBEKOV Uzur,Male,KGZ,Kyrgyzstan,Wrestling,1996-04-12,True
Gold ,HILDEBRANDT Sarah Ann,Female,USA,United States,Wrestling,1993-09-23,True
Silver ,GUZMAN LOPEZ Yusneylis,Female,CUB,Cuba,Wrestling,1996-08-08,True
Bronze ,SUSAKI Yui,Female,JPN,Japan,Wrestling,1999-06-30,True
Bronze ,FENG Ziqi,Female,CHN,China,Wrestling,1999-06-29,True
Gold ,HOLLOWAY Grant,Male,USA,United States,Athletics,1997-11-19,True
Silver ,ROBERTS Daniel,Male,USA,United States,Athletics,1997-11-13,True
Bronze ,BROADBELL Rasheed,Male,JAM,Jamaica,Athletics,2000-08-13,True
Gold ,TEBOGO Letsile,Male,BOT,Botswana,Athletics,2003-06-07,True
Silver ,BEDNAREK Kenneth,Male,USA,United States,Athletics,1998-10-14,True
Bronze ,LYLES Noah,Male,USA,United States,Athletics,1997-07-18,True
Gold ,NADEEM Arshad,Male,PAK,Pakistan,Athletics,1997-01-02,True
Silver ,CHOPRA Neeraj,Male,IND,India,Athletics,1997-12-24,True
Bronze ,PETERS Anderson,Male,GRN,Grenada,Athletics,1997-10-21,True
Gold ,McLAUGHLIN-LEVRONE Sydney,Female,USA,United States,Athletics,1999-08-07,True
Silver ,COCKRELL Anna,Female,USA,United States,Athletics,1997-08-28,True
Bronze ,BOL Femke,Female,NED,Netherlands,Athletics,2000-02-23,True
Gold ,DAVIS-WOODHALL Tara,Female,USA,United States,Athletics,1999-05-20,True
Silver ,MIHAMBO Malaika,Female,GER,Germany,Athletics,1994-02-03,True
Bronze ,MOORE Jasmine,Female,USA,United States,Athletics,2001-05-01,True
Gold ,DUSMATOV Hasanboy,Male,UZB,Uzbekistan,Boxing,1993-06-24,True
Silver ,BENNAMA Billal,Male,FRA,France,Boxing,1998-06-14,True
Bronze ,SENIOR Charlie,Male,AUS,Australia,Boxing,2001-11-20,True
Bronze ,IBANEZ DIAZ Javier,Male,BUL,Bulgaria,Boxing,1996-07-14,True
Gold ,CHANG Yuan,Female,CHN,China,Boxing,1997-06-24,True
Silver ,AKBAS Hatice,Female,TUR,Türkiye,Boxing,2001-06-24,True
Bronze ,PARKER Caitlin,Female,AUS,Australia,Boxing,1996-04-17,True
Bronze ,DJANKEU NGAMBA Cindy Winner,Female,EOR,Cameroon,Boxing,1998-09-07,True
Gold ,THOMAS Benjamin,Male,FRA,France,Cycling Track,1995-09-12,True
Silver ,LEITAO Iuri,Male,POR,Portugal,Cycling Track,1998-07-03,True
Bronze ,van den BOSSCHE Fabio,Male,BEL,Belgium,Cycling Track,2000-09-21,True
Gold ,ANDREWS Ellesse,Female,NZL,New Zealand,Cycling Track,1999-12-31,True
Silver ,van de WOUW Hetty,Female,NED,Netherlands,Cycling Track,1998-05-29,True
Bronze ,FINUCANE Emma,Female,GBR,Great Britain,Cycling Track,2002-12-22,True
Gold ,XIE Siyi,Male,CHN,China,Diving,1996-03-28,True
Silver ,WANG Zongyuan,Male,CHN,China,Diving,2001-10-24,True
Bronze ,OLVERA IBARRA Osmar,Male,MEX,Mexico,Diving,2004-06-05,True
Gold ,van ROUWENDAAL Sharon,Female,NED,Netherlands,Marathon Swimming,1993-09-09,True
Silver ,JOHNSON Moesha,Female,AUS,Australia,Marathon Swimming,1997-09-19,True
Bronze ,TADDEUCCI Ginevra,Female,ITA,Italy,Marathon Swimming,1997-05-03,True
Gold ,ALDRIDGE Eleanor,Female,GBR,Great Britain,Sailing,1996-12-29,True
Silver ,NOLOT Lauriane,Female,FRA,France,Sailing,1998-12-09,True
Bronze ,LAMMERTS Annelous,Female,NED,Netherlands,Sailing,1993-11-01,True
Gold ,LEONARDO Veddriq,Male,INA,Indonesia,Sport Climbing,1997-03-11,True
Silver ,WU Peng,Male,CHN,China,Sport Climbing,2002-10-15,True
Bronze ,WATSON Sam,Male,USA,United States,Sport Climbing,2006-02-27,True
Gold ,RASHITOV Ulugbek,Male,UZB,Uzbekistan,Taekwondo,2002-03-23,True
Silver ,KAREEM Zaid,Male,JOR,Jordan,Taekwondo,2001-06-19,True
Bronze ,LIANG Yushuai,Male,CHN,China,Taekwondo,2000-09-10,True
Bronze ,PONTES Edival,Male,BRA,Brazil,Taekwondo,1997-10-11,True
Gold ,KIM Yujin,Female,KOR,Korea,Taekwondo,2000-10-17,True
Silver ,KIYANICHANDEH Nahid,Female,IRI,IR Iran,Taekwondo,1998-08-01,True
Bronze ,PARK Skylar,Female,CAN,Canada,Taekwondo,1999-06-06,True
Bronze ,KIMIA Alizadeh,Female,BUL,Bulgaria,Taekwondo,1998-07-10,True
Gold ,JUNIANSYAH Rizki,Male,INA,Indonesia,Weightlifting,2003-06-17,True
Silver ,WICHUMA Weeraphon,Male,THA,Thailand,Weightlifting,2004-08-10,True
Bronze ,ANDREEV Bozhidar Dimitrov,Male,BUL,Bulgaria,Weightlifting,1997-01-17,True
Gold ,LUO Shifang,Female,CHN,China,Weightlifting,2001-04-02,True
Silver ,CHARRON Maude,Female,CAN,Canada,Weightlifting,1993-04-28,True
Bronze ,KUO Hsing-Chun,Female,TPE,Chinese Taipei,Weightlifting,1993-11-26,True
Gold ,ESMAEILI LEIVESI Saeid,Male,IRI,IR Iran,Wrestling,2003-07-15,True
Silver ,NASIBOV Parviz,Male,UKR,Ukraine,Wrestling,1998-08-18,True
Bronze ,JAFAROV Hasrat,Male,AZE,Azerbaijan,Wrestling,2002-10-05,True
Bronze ,ORTA SANCHEZ Luis Alberto,Male,CUB,Cuba,Wrestling,1994-08-22,True
Gold ,NOVIKOV Semen Sergeevich,Male,BUL,Bulgaria,Wrestling,1997-12-11,True
Silver ,MOHMADIPIANI Alireza,Male,IRI,IR Iran,Wrestling,2002-10-30,True
Bronze ,BELENIUK Zhan,Male,UKR,Ukraine,Wrestling,1991-01-24,True
Bronze ,BISULTANOV Turpal Ali,Male,DEN,Denmark,Wrestling,2001-10-14,True
Gold ,FUJINAMI Akari,Female,JPN,Japan,Wrestling,2003-11-11,True
Silver ,YEPEZ GUZMAN Lucia Yamileth,Female,ECU,Ecuador,Wrestling,2001-02-18,True
Bronze ,CHOE Hyo Gyong,Female,PRK,DPR Korea,Wrestling,2000-05-10,True
Bronze ,PANG Qianyu,Female,CHN,China,Wrestling,1996-11-13,True
Gold ,BENJAMIN Rai,Male,USA,United States,Athletics,1997-07-27,True
Silver ,WARHOLM Karsten,Male,NOR,Norway,Athletics,1996-02-28,True
Bronze ,dos SANTOS Alison,Male,BRA,Brazil,Athletics,2000-06-03,True
Gold ,DIAZ FORTUN Jordan Alejandro,Male,ESP,Spain,Athletics,2001-02-23,True
Silver ,PICHARDO Pedro,Male,POR,Portugal,Athletics,1993-06-30,True
Bronze ,DIAZ HERNANDEZ Andy,Male,ITA,Italy,Athletics,1995-12-25,True
Gold ,CHEBET Beatrice,Female,KEN,Kenya,Athletics,2000-03-05,True
Silver ,BATTOCLETTI Nadia,Female,ITA,Italy,Athletics,2000-04-12,True
Bronze ,HASSAN Sifan,Female,NED,Netherlands,Athletics,1993-01-01,True
Gold ,PAULINO Marileidy,Female,DOM,Dominican Republic,Athletics,1996-10-25,True
Silver ,NASER Salwa Eid,Female,BRN,Bahrain,Athletics,1998-05-23,True
Bronze ,KACZMAREK Natalia,Female,POL,Poland,Athletics,1998-01-17,True
Gold ,OGUNLEYE Yemisi,Female,GER,Germany,Athletics,1998-10-03,True
Silver ,WESCHE Maddison-Lee,Female,NZL,New Zealand,Athletics,1999-06-13,True
Bronze ,SONG Jiayuan,Female,CHN,China,Athletics,1997-09-15,True
Gold ,MUYDINKHUJAEV Asadkhuja,Male,UZB,Uzbekistan,Boxing,2001-05-08,True
Silver ,VERDE ALVAREZ Marco Alonso,Male,MEX,Mexico,Boxing,2002-02-11,True
Gold ,MULLOJONOV Lazizbek,Male,UZB,Uzbekistan,Boxing,1999-05-13,True
Silver ,ALFONSO DOMINGUEZ Loren Berto,Male,AZE,Azerbaijan,Boxing,1995-07-28,True
Gold ,WU Yu,Female,CHN,China,Boxing,1995-01-13,True
Silver ,CAKIROGLU Buse Naz,Female,TUR,Türkiye,Boxing,1996-05-26,True
Gold ,KHELIF Imane,Female,ALG,Algeria,Boxing,1999-05-02,True
Silver ,YANG Liu,Female,CHN,China,Boxing,1992-05-20,True
Gold ,AMI,Female,JPN,Japan,Breaking,1998-12-11,True
Silver ,NICKA,Female,LTU,Lithuania,Breaking,2007-06-08,True
Bronze ,671,Female,CHN,China,Breaking,2005-10-19,True
Gold ,FUKSA Martin,Male,CZE,Czechia,Canoe Sprint,1993-04-30,True
Silver ,QUEIROZ Isaquias,Male,BRA,Brazil,Canoe Sprint,1994-01-03,True
Bronze ,TARNOVSCHI Serghei,Male,MDA,Republic of Moldova,Canoe Sprint,1997-06-24,True
Gold ,LAVREYSEN Harrie,Male,NED,Netherlands,Cycling Track,1997-03-14,True
Silver ,RICHARDSON Matthew,Male,AUS,Australia,Cycling Track,1999-04-17,True
Bronze ,CARLIN Jack,Male,GBR,Great Britain,Cycling Track,1997-04-23,True
Gold ,CHEN Yiwen,Female,CHN,China,Diving,1999-06-15,True
Silver ,KEENEY Maddison,Female,AUS,Australia,Diving,1996-05-23,True
Bronze ,CHANG Yani,Female,CHN,China,Diving,2001-12-07,True
Gold ,RASOVSZKY Kristof,Male,HUN,Hungary,Marathon Swimming,1997-03-27,True
Silver ,KLEMET Oliver,Male,GER,Germany,Marathon Swimming,2002-03-18,True
Bronze ,BETLEHEM David,Male,HUN,Hungary,Marathon Swimming,2003-09-04,True
Gold ,BONTUS Valentin,Male,AUT,Austria,Sailing,2001-02-01,True
Silver ,VODISEK Toni,Male,SLO,Slovenia,Sailing,2000-06-07,True
Bronze ,MAEDER Maximilian,Male,SGP,Singapore,Sailing,2006-09-12,True
Gold ,ROBERTS Toby,Male,GBR,Great Britain,Sport Climbing,2005-03-15,True
Silver ,ANRAKU Sorato,Male,JPN,Japan,Sport Climbing,2006-11-14,True
Bronze ,SCHUBERT Jakob,Male,AUT,Austria,Sport Climbing,1990-12-31,True
Gold ,KATOUSSI Firas,Male,TUN,Tunisia,Taekwondo,1995-09-06,True
Silver ,BARKHORDARI Mehran,Male,IRI,IR Iran,Taekwondo,2000-07-26,True
Bronze ,ALESSIO Simone,Male,ITA,Italy,Taekwondo,2000-04-14,True
Bronze ,HRNIC Edi,Male,DEN,Denmark,Taekwondo,2003-12-26,True
Gold ,MARTON Viviana,Female,HUN,Hungary,Taekwondo,2006-02-16,True
Silver ,PERISIC Aleksandra,Female,SRB,Serbia,Taekwondo,2002-07-02,True
Bronze ,TEACHOUT Kristina,Female,USA,United States,Taekwondo,2005-09-13,True
Bronze ,CHAARI Sarah,Female,BEL,Belgium,Taekwondo,2005-05-02,True
Gold ,NASAR Karlos May,Male,BUL,Bulgaria,Weightlifting,2004-05-12,True
Silver ,LOPEZ Yeison,Male,COL,Colombia,Weightlifting,1999-09-01,True
Bronze ,PIZZOLATO Antonino,Male,ITA,Italy,Weightlifting,1996-08-20,True
Gold ,REEVES Olivia,Female,USA,United States,Weightlifting,2003-04-19,True
Silver ,SANCHEZ Mari Leivis,Female,COL,Colombia,Weightlifting,1991-10-08,True
Bronze ,PALACIOS DAJOMES Angie Paola,Female,ECU,Ecuador,Weightlifting,2000-09-12,True
Gold ,HIGUCHI Rei,Male,JPN,Japan,Wrestling,1996-01-28,True
Silver ,LEE Spencer Richard,Male,USA,United States,Wrestling,1998-10-14,True
Bronze ,AMAN Aman,Male,IND,India,Wrestling,2003-07-16,True
Bronze ,ABDULLAEV Gulomjon,Male,UZB,Uzbekistan,Wrestling,1998-11-11,True
Gold ,RAMAZANOV Magomed Eldarovitch,Male,BUL,Bulgaria,Wrestling,1993-05-22,True
Silver ,YAZDANICHARATI Hassan,Male,IRI,IR Iran,Wrestling,1994-12-26,True
Bronze ,BROOKS Aaron Marquel,Male,USA,United States,Wrestling,2000-06-15,True
Bronze ,KURUGLIEV Dauren,Male,GRE,Greece,Wrestling,1992-07-12,True
Gold ,SAKURAI Tsugumi,Female,JPN,Japan,Wrestling,2001-09-03,True
Silver ,NICHITA Anastasia,Female,MDA,Republic of Moldova,Wrestling,1999-02-19,True
Bronze ,MAROULIS Helen Louise,Female,USA,United States,Wrestling,1991-09-19,True
Bronze ,HONG Kexin,Female,CHN,China,Wrestling,2003-01-06,True
Gold ,INGEBRIGTSEN Jakob,Male,NOR,Norway,Athletics,2000-09-19,True
Silver ,KWEMOI Ronald,Male,KEN,Kenya,Athletics,1995-09-19,True
Bronze ,FISHER Grant,Male,USA,United States,Athletics,1997-04-22,True
Gold ,WANYONYI Emmanuel,Male,KEN,Kenya,Athletics,2004-08-01,True
Silver ,AROP Marco,Male,CAN,Canada,Athletics,1998-09-20,True
Bronze ,SEDJATI Djamel,Male,ALG,Algeria,Athletics,1999-05-03,True
Gold ,KERR Hamish,Male,NZL,New Zealand,Athletics,1996-08-17,True
Silver ,McEWEN Shelby,Male,USA,United States,Athletics,1996-04-06,True
Bronze ,BARSHIM Mutaz Essa,Male,QAT,Qatar,Athletics,1991-06-24,True
